,Country Name,Country Code,Indicator Name,Indicator Code,2016,2017,2018,2019,2020
37800,Sudan,SDN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,51.8,51.8,51.8,51.8,51.8
37805,Sudan,SDN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,11.5,11.5,11.5,11.5,11.5
37839,Sudan,SDN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,171.0
37843,Sudan,SDN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,164.0
38002,Suriname,SUR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,46.4,47.4,47.4,47.4,47.5
38005,Suriname,SUR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,69.6,69.6,69.6,69.4,69.4
38010,Suriname,SUR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,27.9,27.9,27.9,27.9,27.9
38044,Suriname,SUR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,162.0
38048,Suriname,SUR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,107.0
38207,Sweden,SWE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,81.6,82.2,82.2,82.0,82.0
38210,Sweden,SWE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,85.3,85.3,85.3,85.3,85.3
38215,Sweden,SWE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.1,13.1,13.1,13.1,13.1
38249,Sweden,SWE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,10.0
38253,Sweden,SWE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,31.0
38412,Switzerland,CHE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,76.4,76.4,76.6,76.6,76.6
38415,Switzerland,CHE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,87.7,87.7,87.7,87.7,87.7
38420,Switzerland,CHE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,9.3,9.3,9.3,9.3,9.3
38454,Switzerland,CHE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,36.0
38458,Switzerland,CHE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,20.0
38617,Syrian Arab Republic,SYR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,43.0,41.4,41.4,41.5,42.0
38620,Syrian Arab Republic,SYR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,74.0,74.0,74.0,74.0,74.0
38625,Syrian Arab Republic,SYR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,23.0,23.0,23.0,23.0,23.0
38659,Syrian Arab Republic,SYR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,176.0
38663,Syrian Arab Republic,SYR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,91.0
38822,"Taiwan, China",TWN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,81.3,80.3,80.7,81.0,80.9
38825,"Taiwan, China",TWN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,85.1,85.1,85.2,85.1,84.3
38830,"Taiwan, China",TWN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,12.7,12.7,12.5,12.5,14.7
38864,"Taiwan, China",TWN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,15.0
38868,"Taiwan, China",TWN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,39.0
39027,Tajikistan,TJK,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,51.8,53.4,54.3,55.4,61.3
39030,Tajikistan,TJK,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,42.7,57.7,61.3,60.9,60.9
39035,Tajikistan,TJK,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,17.7,17.7,17.7,17.7,17.7
39069,Tajikistan,TJK,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,106.0
39073,Tajikistan,TJK,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,139.0
39232,Tanzania,TZA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,49.7,53.9,54.0,54.3,54.5
39235,Tanzania,TZA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,56.4,54.2,50.8,50.9,51.3
39240,Tanzania,TZA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,20.8,20.8,20.7,20.8,20.8
39274,Tanzania,TZA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,141.0
39278,Tanzania,TZA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,165.0
39437,Thailand,THA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,71.9,72.8,78.5,79.5,80.1
39440,Thailand,THA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,69.6,68.7,76.7,77.7,77.7
39445,Thailand,THA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,19.6,22.4,22.6,22.2,22.2
39479,Thailand,THA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,21.0
39483,Thailand,THA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,68.0
39642,Timor-Leste,TLS,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,39.3,38.2,38.0,39.7,39.4
39645,Timor-Leste,TLS,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,65.0,65.0,65.0,65.0,61.9
39650,Timor-Leste,TLS,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,11.2,11.2,11.2,11.2,10.5
39684,Timor-Leste,TLS,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,181.0
39688,Timor-Leste,TLS,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,136.0
39847,Togo,TGO,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,46.9,48.1,48.8,55.3,62.3
39850,Togo,TGO,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,42.9,45.0,45.0,47.3,47.3
39855,Togo,TGO,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,10.7,10.7,10.7,10.3,10.3
39889,Togo,TGO,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,97.0
39893,Togo,TGO,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,174.0
40052,Tonga,TON,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,61.3,61.1,61.6,61.7,61.4
40055,Tonga,TON,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,70.6,70.6,70.6,70.6,70.6
40060,Tonga,TON,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,21.2,21.2,21.2,21.2,21.2
40094,Tonga,TON,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,103.0
40098,Tonga,TON,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,102.0
40257,Trinidad and Tobago,TTO,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,61.4,61.3,61.2,61.0,61.3
40260,Trinidad and Tobago,TTO,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,53.7,53.7,52.2,51.0,53.5
40265,Trinidad and Tobago,TTO,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,21.9,21.8,21.5,25.0,25.8
40299,Trinidad and Tobago,TTO,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,105.0
40303,Trinidad and Tobago,TTO,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,160.0
40462,Tunisia,TUN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,64.6,65.5,65.3,67.2,68.7
40465,Tunisia,TUN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,62.2,62.2,60.1,62.2,69.4
40470,Tunisia,TUN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.1,13.1,17.0,13.1,13.6
40504,Tunisia,TUN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,78.0
40508,Tunisia,TUN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,108.0
40667,Turkey,TUR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,69.1,69.4,70.9,75.3,76.8
40670,Turkey,TUR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,72.6,73.0,73.1,74.8,86.6
40675,Turkey,TUR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,18.3,18.3,18.2,18.2,20.0
40709,Turkey,TUR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,33.0
40713,Turkey,TUR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,26.0
40872,Uganda,UGA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,56.6,57.3,57.9,58.4,60.0
40875,Uganda,UGA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,72.6,73.1,73.1,73.1,73.1
40880,Uganda,UGA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,22.1,22.3,22.3,22.3,22.3
40914,Uganda,UGA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,116.0
40918,Uganda,UGA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,92.0
41077,Ukraine,UKR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,64.2,65.4,68.1,69.1,70.2
41080,Ukraine,UKR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,74.7,74.3,80.8,79.4,78.1
41085,Ukraine,UKR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,9.0,8.7,11.9,11.0,10.2
41119,Ukraine,UKR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,64.0
41123,Ukraine,UKR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,65.0
41282,United Arab Emirates,ARE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,76.3,77.4,79.3,81.6,80.9
41285,United Arab Emirates,ARE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,99.4,99.4,99.4,99.4,85.3
41290,United Arab Emirates,ARE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
41324,United Arab Emirates,ARE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,16.0
41328,United Arab Emirates,ARE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,30.0
41487,United Kingdom,GBR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,83.3,83.3,83.2,83.6,83.5
41490,United Kingdom,GBR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,86.4,86.8,86.9,87.1,86.2
41495,United Kingdom,GBR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,19.2,18.3,18.1,17.3,16.6
41529,United Kingdom,GBR,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,8.0
41533,United Kingdom,GBR,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,27.0
41692,United States,USA,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,83.6,83.6,83.6,83.6,84.0
41695,United States,USA,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,84.1,84.1,84.1,84.1,86.8
41700,United States,USA,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,28.1,28.1,27.9,27.9,20.7
41734,United States,USA,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,6.0
41738,United States,USA,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,25.0
41897,Uruguay,URY,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,60.2,60.7,61.0,61.4,61.5
41900,Uruguay,URY,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,61.3,66.1,69.3,70.3,70.3
41905,Uruguay,URY,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,23.6,23.6,23.6,23.6,23.6
41939,Uruguay,URY,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,101.0
41943,Uruguay,URY,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,103.0
42102,Uzbekistan,UZB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,61.7,62.1,66.6,67.8,69.9
42105,Uzbekistan,UZB,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,52.9,54.0,74.7,76.9,77.5
42110,Uzbekistan,UZB,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,11.4,11.5,11.5,12.6,11.8
42144,Uzbekistan,UZB,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,69.0
42148,Uzbekistan,UZB,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,69.0
42307,Vanuatu,VUT,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,59.3,60.9,60.9,60.7,61.1
42310,Vanuatu,VUT,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,77.8,77.8,77.8,77.8,77.8
42315,Vanuatu,VUT,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0.0,0.0,0.0,0.0,0.0
42349,Vanuatu,VUT,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,107.0
42353,Vanuatu,VUT,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,67.0
42512,"Venezuela, RB",VEN,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,34.1,31.1,30.0,32.1,30.2
42515,"Venezuela, RB",VEN,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,15.3,15.2,12.9,12.9,11.4
42520,"Venezuela, RB",VEN,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,9.5,9.9,9.4,9.4,9.4
42554,"Venezuela, RB",VEN,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,188.0
42558,"Venezuela, RB",VEN,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,189.0
42717,Vietnam,VNM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,62.6,65.3,67.0,68.6,69.8
42720,Vietnam,VNM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,47.0,58.0,61.1,62.9,69.0
42725,Vietnam,VNM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,14.4,14.4,13.1,13.2,13.2
42759,Vietnam,VNM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,70.0
42763,Vietnam,VNM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,109.0
42922,West Bank and Gaza,PSE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,54.2,55.5,59.3,59.7,60.0
42925,West Bank and Gaza,PSE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,69.2,69.2,69.2,68.9,68.7
42930,West Bank and Gaza,PSE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,15.0,15.0,15.0,15.0,15.0
42964,West Bank and Gaza,PSE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,117.0
42968,West Bank and Gaza,PSE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,112.0
43127,"Yemen, Rep.",YEM,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,38.4,31.2,31.3,30.7,31.8
43130,"Yemen, Rep.",YEM,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,74.1,74.1,74.1,74.1,74.1
43135,"Yemen, Rep.",YEM,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,13.8,13.8,13.8,13.8,13.8
43169,"Yemen, Rep.",YEM,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,187.0
43173,"Yemen, Rep.",YEM,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,89.0
43332,Zambia,ZMB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,60.5,60.3,64.2,65.7,66.9
43335,Zambia,ZMB,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,80.8,81.1,88.9,88.9,88.9
43340,Zambia,ZMB,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,2.0,2.0,2.0,2.0,2.0
43374,Zambia,ZMB,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,85.0
43378,Zambia,ZMB,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,17.0
43537,Zimbabwe,ZWE,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,47.8,47.8,48.6,50.5,54.5
43540,Zimbabwe,ZWE,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,58.8,58.8,58.8,58.7,58.7
43545,Zimbabwe,ZWE,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,17.6,17.6,17.6,17.6,17.6
43579,Zimbabwe,ZWE,Rank: Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,,,,,140.0
43583,Zimbabwe,ZWE,Rank: Paying taxes (1=most business-friendly regulations),PAY.TAX.RK.DB19,,,,,146.0
